"microbe","Taxonomy","domain","kingdom","phylum","class","order","family","genus","species"
"Streptococcus.sanguinis","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sanguinis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sanguinis"
"Streptococcus.sobrinus","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sobrinus","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sobrinus"
"Streptococcus.sp...group.B.","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. 'group B'","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. 'group B'"
"Streptococcus.sp..116.D4","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. 116-D4","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. 116-D4"
"Streptococcus.sp..1643","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. 1643","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. 1643"
"Streptococcus.sp..A12","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. A12","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. A12"
"Streptococcus.sp..ChDC.B345","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. ChDC B345","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. ChDC B345"
"Streptococcus.sp..FDAARGOS_192","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. FDAARGOS_192","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. FDAARGOS_192"
"Streptococcus.sp..FDAARGOS_521","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. FDAARGOS_521","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. FDAARGOS_521"
"Streptococcus.sp..FDAARGOS_522","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. FDAARGOS_522","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. FDAARGOS_522"
"Streptococcus.sp..HSISB1","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. HSISB1","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. HSISB1"
"Streptococcus.sp..HSISM1","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. HSISM1","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. HSISM1"
"Streptococcus.sp..HSISS1","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. HSISS1","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. HSISS1"
"Streptococcus.sp..HSISS2","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. HSISS2","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. HSISS2"
"Streptococcus.sp..HSISS3","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. HSISS3","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. HSISS3"
"Streptococcus.sp..I.G2","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. I-G2","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. I-G2"
"Streptococcus.sp..I.P16","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. I-P16","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. I-P16"
"Streptococcus.sp..JS71","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. JS71","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. JS71"
"Streptococcus.sp..KCOM.2412","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. KCOM 2412","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. KCOM 2412"
"Streptococcus.sp..LPB0220","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. LPB0220","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. LPB0220"
"Streptococcus.sp..NCTC.10228","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. NCTC 10228","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. NCTC 10228"
"Streptococcus.sp..NCTC.11567","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. NCTC 11567","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. NCTC 11567"
"Streptococcus.sp..NPS.308","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. NPS 308","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. NPS 308"
"Streptococcus.sp..oral.taxon.064","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. oral taxon 064","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. oral taxon 064"
"Streptococcus.sp..oral.taxon.431","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. oral taxon 431","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. oral taxon 431"
"Streptococcus.sp..Z15","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. Z15","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus sp. Z15"
"Streptococcus.suis","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus suis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus suis"
"Streptococcus.thermophilus","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus thermophilus","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus thermophilus"
"Streptococcus.troglodytae","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus troglodytae","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus troglodytae"
"Streptococcus.uberis","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus uberis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus uberis"
"Streptococcus.urinalis","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus urinalis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus urinalis"
"Streptococcus.vestibularis","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus vestibularis","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus vestibularis"
"Streptococcus.viridans","d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus viridans","d__Bacteria","k__unclassified-p__Firmicutes","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus viridans"
"Streptococcus.virus.2972","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Brussowvirus|s__Streptococcus virus 2972","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Brussowvirus","s__Streptococcus virus 2972"
"Streptococcus.virus.7201","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Moineauvirus|s__Streptococcus virus 7201","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Moineauvirus","s__Streptococcus virus 7201"
"Streptococcus.virus.9871","d__Viruses|o__Caudovirales|f__Siphoviridae|s__Streptococcus virus 9871","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__unclassified-s__Streptococcus virus 9871","s__Streptococcus virus 9871"
"Streptococcus.virus.9874","d__Viruses|o__Caudovirales|f__Siphoviridae|s__Streptococcus virus 9874","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__unclassified-s__Streptococcus virus 9874","s__Streptococcus virus 9874"
"Streptococcus.virus.ALQ132","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Brussowvirus|s__Streptococcus virus ALQ132","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Brussowvirus","s__Streptococcus virus ALQ132"
"Streptococcus.virus.DT1","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Moineauvirus|s__Streptococcus virus DT1","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Moineauvirus","s__Streptococcus virus DT1"
"Streptococcus.virus.O1205","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Brussowvirus|s__Streptococcus virus O1205","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Brussowvirus","s__Streptococcus virus O1205"
"Streptococcus.virus.phiAbc2","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Moineauvirus|s__Streptococcus virus phiAbc2","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Moineauvirus","s__Streptococcus virus phiAbc2"
"Streptococcus.virus.Sfi19","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Moineauvirus|s__Streptococcus virus Sfi19","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Moineauvirus","s__Streptococcus virus Sfi19"
"Streptococcus.virus.Sfi21","d__Viruses|o__Caudovirales|f__Siphoviridae|g__Moineauvirus|s__Streptococcus virus Sfi21","d__Viruses","k__unclassified-o__Caudovirales","p__unclassified-o__Caudovirales","c__unclassified-o__Caudovirales","o__Caudovirales","f__Siphoviridae","g__Moineauvirus","s__Streptococcus virus Sfi21"
"Streptomonospora.sp..M2","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptosporangiales|f__Nocardiopsaceae|g__Streptomonospora|s__Streptomonospora sp. M2","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptosporangiales","f__Nocardiopsaceae","g__Streptomonospora","s__Streptomonospora sp. M2"
"Streptomyces.actuosus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces actuosus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces actuosus"
"Streptomyces.albidoflavus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces albidoflavus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces albidoflavus"
"Streptomyces.albireticuli","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces albireticuli","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces albireticuli"
"Streptomyces.alboflavus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces alboflavus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces alboflavus"
"Streptomyces.alboniger","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces alboniger","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces alboniger"
"Streptomyces.albulus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces albulus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces albulus"
"Streptomyces.albus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces albus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces albus"
"Streptomyces.alfalfae","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces alfalfae","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces alfalfae"
"Streptomyces.ambofaciens","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces ambofaciens","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces ambofaciens"
"Streptomyces.antibioticus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces antibioticus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces antibioticus"
"Streptomyces.anulatus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces anulatus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces anulatus"
"Streptomyces.asterosporus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces asterosporus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces asterosporus"
"Streptomyces.atratus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces atratus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces atratus"
"Streptomyces.autolyticus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces autolyticus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces autolyticus"
"Streptomyces.avermitilis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces avermitilis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces avermitilis"
"Streptomyces.bacillaris","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces bacillaris","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces bacillaris"
"Streptomyces.bingchenggensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces bingchenggensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces bingchenggensis"
"Streptomyces.cattleya","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces cattleya","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces cattleya"
"Streptomyces.cavourensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces cavourensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces cavourensis"
"Streptomyces.chartreusis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces chartreusis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces chartreusis"
"Streptomyces.cinereoruber","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces cinereoruber","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces cinereoruber"
"Streptomyces.clavuligerus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces clavuligerus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces clavuligerus"
"Streptomyces.coelicolor","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces coelicolor","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces coelicolor"
"Streptomyces.coeruleorubidus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces coeruleorubidus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces coeruleorubidus"
"Streptomyces.collinus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces collinus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces collinus"
"Streptomyces.cyaneogriseus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces cyaneogriseus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces cyaneogriseus"
"Streptomyces.davaonensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces davaonensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces davaonensis"
"Streptomyces.dengpaensis","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces dengpaensis","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces dengpaensis"
"Streptomyces.exfoliatus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces exfoliatus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces exfoliatus"
"Streptomyces.ficellus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces ficellus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces ficellus"
"Streptomyces.formicae","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces formicae","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces formicae"
"Streptomyces.fradiae","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces fradiae","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces fradiae"
"Streptomyces.fulvissimus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces fulvissimus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces fulvissimus"
"Streptomyces.fungicidicus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces fungicidicus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces fungicidicus"
"Streptomyces.galilaeus","d__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces galilaeus","d__Bacteria","k__unclassified-p__Actinobacteria","p__Actinobacteria","c__Actinobacteria","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces galilaeus"
