"microbe","PreNorm.sig","PreNorm.dir","Norm.sig","Norm.dir","consistentEffect"
"g__Dysgonomonas","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Dysosmobacter","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Eggerthella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Egibacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Eikenella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Elizabethkingia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Empedobacter","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Encephalitozoon","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"g__Enterobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Enterocloster","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Enterococcus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Ereboglobus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Eremothecium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Erwinia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Erysipelatoclostridium","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Erysipelothrix","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Erythrobacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Escherichia","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Ethanoligenens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Eubacterium","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Faecalibacterium","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Filimonas","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Filomicrobium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Fimbriimonas","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Flammeovirga","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Flavonifractor","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Flintibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Fluviibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Frankia","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Fretibacterium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Frigoriglobus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Fuerstia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Fulvivirga","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Fusarium","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Fusobacterium","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Gammaretrovirus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Gardnerella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Gemella","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Gemmatimonas","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Gemmatirosa","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Gemmobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Giardia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Glaesserella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Gloeomargarita","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Gorganvirus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Granulibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Grimontia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Guillardia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Guyparkeria","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Haemophilus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Haliscomenobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Halobacteriovorax","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Halomicronema","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Halopiger","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Halothiobacillus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Hemiselmis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Hirschia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Homo","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Hydrogenophaga","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Hymenobacter","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Hyphomicrobium","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Iamia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Inhella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Intestinimonas","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Jatrophihabitans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Jonquetella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Kazachstania","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Kineobactrum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Kingella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Kiritimatiella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Kitasatospora","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Klebsiella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Kluyveromyces","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Kocuria","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Ktedonosporobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Kutzneria","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Labilithrix","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Lachnoanaerobaculum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Lachnoclostridium","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Lacibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Lactobacillus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Lactococcus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Lancefieldella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Lawsonia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Legionella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Leifsonia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Leishmania","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Lelliottia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Leptospira","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Leptothrix","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Leptotrichia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Lichenicola","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Limnoglobus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Limnohabitans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Listeria","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Longicatena","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Luteimonas","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Luteitalea","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Luteolibacter","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Lysobacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Maioricimonas","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Mannheimia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Marasmius","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Maricaulis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Marinobacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Massilistercora","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Mediterraneibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Megasphaera","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Meiothermus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Melioribacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Methanobrevibacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Methylibium","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Methylobacterium","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Methylorubrum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Methylotenera","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Microbacterium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Micrococcus","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Micromonospora","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Microvirgula","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Miltoncostaea","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Mobiluncus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Moraxella","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Morganella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Mumia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Mycobacterium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Mycobacteroides","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Mycoplasma","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Myroides","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Nakamurella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Nakaseomyces","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Natrarchaeobaculum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Natronoglycomyces","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Naumovozyma","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Ndongobacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Neisseria","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Neochlamydia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Neospora","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Neurospora","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"g__Niabella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Nibricoccus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Nitrospira","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Nocardia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Nocardioides","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Nonomuraea","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Nordella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Nostoc","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Obesumbacterium","FALSE","enrichedFFPE","TRUE","enrichedFFPE",FALSE
"g__Ochrobactrum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Odoribacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Ogataea","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Oleiharenicola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Olsenella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Orientia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Ornithinimicrobium","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Oscillibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Ottowia","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Oxalobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Paenarthrobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Paeniclostridium","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pajaroellobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Paludibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Paludibaculum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Panacibacter","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Pandoraea","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Parabacteroides","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Parachlamydia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Paraflavitalea","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Paraprevotella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Parvimonas","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Pasteurella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pelolinea","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Peptacetobacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Peptoniphilus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Petrimonas","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Petrocella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Phenylobacterium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Phnomibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Phocaeicola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Phreatobacter","FALSE","enrichedFFPE","TRUE","enrichedFFPE",FALSE
"g__Pichia","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"g__Planctomyces","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Planococcus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Plantactinospora","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Plasmodium","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"g__Plesiomonas","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pochonia","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Polymorphobacter","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Polynucleobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Polystyrenella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pontibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pontimonas","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Poriferisphaera","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Porphyrobacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Porphyromonas","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Prevotella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Prochlorococcus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Propionibacterium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Proteus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Providencia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Pseudobutyrivibrio","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pseudocnuella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pseudolysobacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Pseudomonas","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Pseudonocardia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Pseudorhodobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pseudorhodoplanes","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Pulveribacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Pyricularia","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Pyrobaculum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Rhizoctonia","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Rhodobacter","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Rhodocytophaga","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Rhodoferax","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Rhodoluna","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Rhodothermus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Rickettsiella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Romboutsia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Rosenblumvirus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Roseococcus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Roseomonas","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Rothia","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"g__Rubripirellula","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Rubrivivax","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Rubrobacter","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Rufibacter","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Ruminococcus","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Saccharomyces","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Saccharothrix","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Salinibacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Salinicola","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Salinigranum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Salmonella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Sandaracinus","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Saprospira","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Scardovia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Schaalia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Scheffersomyces","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Schizosaccharomyces","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Selenomonas","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Serpentinomonas","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Serratia","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Silvanigrella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Singulisphaera","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Sinimarinibacterium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Sodalis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Solibaculum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Solimonas","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Sorangium","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Sphaerospermopsis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Sphaerotilus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Sphingobacterium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Sphingomonas","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Sphingorhabdus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Sphingosinithalassobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Sporisorium","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Staphylococcus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Stenotrophomonas","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"g__Steroidobacter","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"g__Stigmatella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Streptococcus","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"g__Streptomyces","TRUE","enrichedFF","TRUE","enrichedFF",TRUE
"g__Streptosporangium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Sugiyamaella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Sulfuricurvum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Sutterella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Swingsia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Symbiobacterium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Symmachiella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Synechococcus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Tannerella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Tardiphaga","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Tatlockia","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Tenacibaculum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Tenuifilum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Tepidiforma","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Terricaulis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Terriglobus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Tessaracoccus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Tetrapisispora","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Thalassoglobus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Theileria","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Thermogutta","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Thermothelomyces","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Thermothielavioides","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Thiohalobacter","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Toxoplasma","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Treponema","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Truepera","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Trypanosoma","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Tsukamurella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Turneriella","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__unclassified-s__endosymbiont of unidentified scaly snail isolate Monju","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__unclassified-s__Mycobacterium phage Saguaro","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__unclassified-s__uncultured crAssphage","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__unclassified-s__Vibrio phage ValB1MD-2","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"g__Urechidicola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Ustilaginoidea","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"g__Ustilago","TRUE","enrichedFF","TRUE","enrichedFF",TRUE
"g__Veillonella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Vibrio","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Vitreoscilla","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Waddlia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Weissella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Weizmannia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Yarrowia","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"g__Yersinia","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Yimella","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"g__Zygosaccharomyces","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"g__Zygotorulaspora","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__[Candida] glabrata","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__[Clostridium] hylemonae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__[Clostridium] scindens","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__[Eubacterium] cellulosolvens","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__[Ochrobactrum] quorumnocens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__[Ruminococcus] gnavus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__[Ruminococcus] torques","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Abiotrophia defectiva","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acetomicrobium mobile","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Achromobacter deleyi","FALSE","enrichedFFPE","TRUE","enrichedFFPE",FALSE
"s__Achromobacter sp. AONIH1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Achromobacter xylosoxidans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acidaminococcus intestini","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Acidimicrobium ferrooxidans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Acinetobacter baumannii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter calcoaceticus","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter cumulans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Acinetobacter dispersus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Acinetobacter guillouiae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Acinetobacter haemolyticus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Acinetobacter indicus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Acinetobacter johnsonii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
