"microbe","PreNorm.sig","PreNorm.dir","Norm.sig","Norm.dir","consistentEffect"
"s__Nitrospira sp. KM1","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Nocardia cyriacigeorgica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Nocardioides aquaticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Nocardioides baekrokdamisoli","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Nonomuraea nitratireducens","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Nonomuraea sp. ATCC 55076","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Nordella sp. HKS 07","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Nostoc sp. CENA543","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Nostoc sp. NIES-4103","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Obesumbacterium proteus","FALSE","enrichedFFPE","TRUE","enrichedFFPE",FALSE
"s__Ochrobactrum sp. MT180101","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Odoribacter splanchnicus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Ogataea parapolymorpha","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Oleiharenicola sp. KSB-15","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Olsenella sp. oral taxon 807","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Orientia tsutsugamushi","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Ornithinimicrobium pratense","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Oscillibacter sp. MM35","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Oscillibacter sp. MM50","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Oscillibacter sp. MM59","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Oscillibacter sp. NSJ-62","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Oscillibacter sp. PEA192","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Oscillibacter valericigenes","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Ottowia oryzae","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Ottowia sp. oral taxon 894","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Oxalobacter formigenes","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Paenarthrobacter sp. YJN-D","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Paeniclostridium sordellii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pajaroellobacter abortibovis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Paludibacter propionicigenes","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Paludibaculum fermentans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Panacibacter ginsenosidivorans","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Pandoraea oxalativorans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Parabacteroides distasonis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Parabacteroides goldsteinii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Parabacteroides merdae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Parachlamydia acanthamoebae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Paraflavitalea soli","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Paraprevotella xylaniphila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Parvimonas micra","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pasteurella multocida","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pelolinea submarina","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Peptacetobacter hiranonis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Peptoniphilus harei","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Petrimonas mucosa","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Petrocella atlantisensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Phenylobacterium parvum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Phnomibacter ginsenosidimutans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Phocaeicola vulgatus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Phreatobacter cathodiphilus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Phreatobacter sp. NMCR1094","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Phreatobacter stygius","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pichia kudriavzevii","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Planctomyces sp. SH-PL14","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Planococcus donghaensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Plantactinospora sp. KBS50","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Plasmodium chabaudi","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Plasmodium coatneyi","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Plasmodium falciparum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Plasmodium gaboni","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Plasmodium knowlesi","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Plasmodium malariae","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Plasmodium sp. gorilla clade G2","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Plasmodium vinckei","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Plasmodium vivax","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Plasmodium yoelii","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Plesiomonas shigelloides","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pochonia chlamydosporia","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Polymorphobacter sp. PAMC 29334","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Polynucleobacter asymbioticus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Polynucleobacter necessarius","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Polynucleobacter sp. LimPoW16","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Polynucleobacter sp. MWH-CaK5","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Polystyrenella longa","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pontibacter pudoricolor","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pontimonas salivibrio","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Poriferisphaera corsica","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Porphyrobacter sp. CACIAM 03H1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Porphyromonas asaccharolytica","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Porphyromonas cangingivalis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Porphyromonas crevioricanis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Porphyromonas gingivalis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Porphyromonas sp. oral taxon 275","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Prevotella copri","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Prevotella dentalis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Prevotella intermedia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Prevotella jejuni","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Prevotella melaninogenica","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Prevotella multiformis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Prevotella oris","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Prevotella ruminicola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Prevotella sp. oral taxon 299","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Prevotella sp. oral taxon 475","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Prochlorococcus marinus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Propionibacterium australiense","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Propionibacterium freudenreichii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Proteus mirabilis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Proteus virus Isfahan","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Providencia rettgeri","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Providencia sneebia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudobutyrivibrio xylanivorans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudocnuella soli","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudolysobacter antarcticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas aeruginosa","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas agarici","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas alcaligenes","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas alkylphenolica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas amygdali","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas antarctica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas bijieensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas campi","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas chlororaphis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas citronellolis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas entomophila","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas eucalypticola","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas fluorescens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas fragi","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas glycinae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas lactis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas libanensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas litoralis","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Pseudomonas lundensis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas lurida","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas luteola","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas mendocina","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas monteilii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas mosselii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas multiresinivorans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas oryzihabitans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas parafulva","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas plecoglossicida","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas poae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas protegens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas psychrotolerans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas putida","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Pseudomonas qingdaonensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sabulinigri","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sediminis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. 02C 26","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. 14181154","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. 7SR1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. AN-B15","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. B11D7D","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. BJP69","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. C27(2019)","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. CC6-YY-74","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. CCOS 191","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. CMR5c","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. COR54","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. COW39","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. COW40","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. DG56-2","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. FGI182","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. J380","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. Leaf58","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. MSPm1","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. NC02","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. OE 28.3","FALSE","enrichedFFPE","TRUE","enrichedFFPE",FALSE
"s__Pseudomonas sp. PDNC002","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. PONIH3","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. RC3H12","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. RD8MR3","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. RtIB026","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. RW10S1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. RW9S1A","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. S07E 245","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. SDM007","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. SGAir0191","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. SK","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. SK2","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. SNU WT1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. St316","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. SWI36","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. SWI6","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. TCU-HL1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas sp. TKP","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas sp. XWY-1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas stutzeri","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pseudomonas syringae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudomonas syringae group genomosp. 3","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas taetrolens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas taiwanensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas thivervalensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas tolaasii","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pseudomonas umsongensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas vancouverensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas viridiflava","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudomonas yamanorum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pseudonocardia autotrophica","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pseudonocardia dioxanivorans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pseudonocardia sp. CGMCC 4.1532","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pseudorhodobacter turbinis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pseudorhodoplanes sinuspersici","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pulveribacter suum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Pyricularia oryzae","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Pyricularia pennisetigena","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Pyrobaculum neutrophilum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Rhizoctonia solani","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Rhodobacter blasticus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Rhodobacter capsulatus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Rhodobacter sp. N10","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Rhodocytophaga rosea","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Rhodoferax antarcticus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Rhodoferax ferrireducens","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Rhodoferax sediminis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Rhodothermus marinus","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Romboutsia ilealis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Roseococcus sp. NIBR12","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Roseomonas sp. 1318","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Roseomonas sp. 546","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Roseomonas sp. FDAARGOS_362","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Rothia dentocariosa","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Rothia kristinae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Rothia mucilaginosa","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Rothia terrae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Rubripirellula lacrimiformis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Rubrivivax gelatinosus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Rubrobacter sp. SCSIO 52909","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Rufibacter tibetensis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Ruminococcus albus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Ruminococcus bicirculans","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Ruminococcus champanellensis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Ruminococcus sp. JE7A12","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Saccharomyces cerevisiae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Saccharomyces eubayanus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Saccharothrix sp. 6-C","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Salinibacter ruber","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Salinicola tamaricis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Salinigranum rubrum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Salmonella enterica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Salmonella phage TS13","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sandaracinus amylolyticus","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Saprospira grandis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Scardovia inopinata","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Schaalia meyeri","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Scheffersomyces stipitis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Schizosaccharomyces pombe","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Selenomonas ruminantium","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Serpentinomonas raichei","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Serratia grimesii","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Silvanigrella aquatica","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Singulisphaera acidiphila","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sinimarinibacterium sp. NLF-5-8","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sodalis sp. dw_23","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Solibaculum mannosilyticum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Solimonas sp. K1W22B-7","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Sorangium cellulosum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Sphaerospermopsis torques-reginae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphaerotilus natans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingobacterium lactis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingobacterium multivorum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingobacterium psychroaquaticum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingobacterium sp. CZ-2","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingobacterium sp. dk4302","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingobacterium spiritivorum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingobacterium thalpophilum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingomonas alpina","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas daechungensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas ginsengisoli An et al. 2013","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas hengshuiensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas insulae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas koreensis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas lacunae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingomonas melonis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas panacis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas panacisoli","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas paucimobilis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas piscis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sabuli","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingomonas sanguinis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingomonas sanxanigenens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sinipercae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingomonas sp. AAP5","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. AP4-R1","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Sphingomonas sp. C33","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. CL5.1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. Cra20","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingomonas sp. DH-S5","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. FARSPH","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. HMP6","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. KC8","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. LK11","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. LMO-1","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Sphingomonas sp. MK52","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Sphingomonas sp. MM-1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. NBWT7","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. NIC1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. PAMC26645","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingomonas sp. XS-10","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Sphingomonas sp. YZ-8","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Sphingomonas taxi","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
