"gene","n","rank"
"BCAR4",208,1232
"CCT8L2",208,1233
"GLYATL3",208,1234
"KCNA10",208,1235
"MIR31HG",208,1236
"OR13C3",208,1237
"PLCZ1",208,1238
"PYY",208,1239
"PYY2",208,1240
"SLC6A18",208,1241
"SLC6A5",208,1242
"SPRR4",208,1243
"TMEM82",208,1244
"CLPSL2",207,1245
"FAM66B",207,1246
"KRTAP9-1",207,1247
"LCE2A",207,1248
"NLRP10",207,1249
"NMBR",207,1250
"OR51B5",207,1251
"OSTCP1",207,1252
"PRKAG3",207,1253
"SLCO6A1",207,1254
"SNORD115-27",207,1255
"TP53TG3",207,1256
"AWAT1",206,1257
"CACNG5",206,1258
"HORMAD2",206,1259
"MIR217",206,1260
"OR2T12",206,1261
"OR5P2",206,1262
"OR8G5",206,1263
"SLC15A5",206,1264
"SLC22A9",206,1265
"SRD5A2",206,1266
"TLR8-AS1",206,1267
"UMOD",206,1268
"ZEB1-AS1",206,1269
"C10orf82",205,1270
"CACNG6",205,1271
"CCK",205,1272
"IL17A",205,1273
"LOC283177",205,1274
"MIR770",205,1275
"NXPH1",205,1276
"OR52K1",205,1277
"SHISA7",205,1278
"SIX6",205,1279
"SLC22A2",205,1280
"SLC22A25",205,1281
"SSR4P1",205,1282
"TBPL2",205,1283
"XAGE3",205,1284
"ACER1",204,1285
"ASB17",204,1286
"CEACAM20",204,1287
"FAM71C",204,1288
"GPR151",204,1289
"HBM",204,1290
"IFITM4P",204,1291
"MAS1L",204,1292
"MYADML2",204,1293
"MYOG",204,1294
"RBM46",204,1295
"SDR9C7",204,1296
"SNORD114-23",204,1297
"SNORD115-41",204,1298
"SPACA3",204,1299
"ZNF648",204,1300
"CGB2",203,1301
"CLCA3P",203,1302
"CT47A6",203,1303
"GBX1",203,1304
"GPR142",203,1305
"GYPB",203,1306
"HRH3",203,1307
"LINC00310",203,1308
"OPN4",203,1309
"WFIKKN2",203,1310
"XKR3",203,1311
"C10orf62",202,1312
"FAM71A",202,1313
"FNDC7",202,1314
"KRTAP10-7",202,1315
"LIPK",202,1316
"MAGEA9B",202,1317
"MIP",202,1318
"OOEP",202,1319
"OR1D5",202,1320
"OR6V1",202,1321
"PRAMEF11",202,1322
"SNORA70E",202,1323
"ST8SIA3",202,1324
"VSTM2B",202,1325
"AKAP4",201,1326
"C5orf52",201,1327
"CALN1",201,1328
"EVX1",201,1329
"FOXN4",201,1330
"HOTAIRM1",201,1331
"LINC00461",201,1332
"LOC401463",201,1333
"OR1D4",201,1334
"PTCHD3",201,1335
"REG3G",201,1336
"SLC10A2",201,1337
"TAS2R60",201,1338
"C1orf146",200,1339
"CRYBA4",200,1340
"IL19",200,1341
"IZUMO2",200,1342
"LOC644656",200,1343
"LRRC52",200,1344
"MIR605",200,1345
"PRAMEF14",200,1346
"SLC22A10",200,1347
"SNORD115-15",200,1348
"UBL4B",200,1349
"ACTL6B",199,1350
"GHRH",199,1351
"LINC00271",199,1352
"LOC100128164",199,1353
"MIR634",199,1354
"OR2AG2",199,1355
"OR2T3",199,1356
"RBMY1E",199,1357
"RPL31P11",199,1358
"S100G",199,1359
"SH2D7",199,1360
"TGIF2LX",199,1361
"ARID3C",198,1362
"C8orf86",198,1363
"FIGLA",198,1364
"GABRA1",198,1365
"MIR550A2",198,1366
"OR2B11",198,1367
"SLC22A6",198,1368
"SNORD115-32",198,1369
"SP9",198,1370
"TBX22",198,1371
"TPH2",198,1372
"TRH",198,1373
"C17orf78",197,1374
"C5orf49",197,1375
"CLRN1",197,1376
"DMRTC1B",197,1377
"FRG2B",197,1378
"GAS2L2",197,1379
"HAO1",197,1380
"IFITM5",197,1381
"MIR1296",197,1382
"NEUROG3",197,1383
"PPP1R3A",197,1384
"SOST",197,1385
"SPINT4",197,1386
"ZBTB47",197,1387
"ADAM29",196,1388
"BPIFA2",196,1389
"CAV3",196,1390
"CSTL1",196,1391
"IL21",196,1392
"LBX1",196,1393
"LOC284379",196,1394
"MC2R",196,1395
"MIR548K",196,1396
"MIR624",196,1397
"SNORD113-7",196,1398
"SPINK8",196,1399
"SSX3",196,1400
"TFAP2D",196,1401
"ZNF813",196,1402
"ASB5",195,1403
"ATP4A",195,1404
"C10orf67",195,1405
"EHBP1L1",195,1406
"GALR2",195,1407
"KCNU1",195,1408
"KLF14",195,1409
"LOC100507557",195,1410
"NKX2-8",195,1411
"OR1Q1",195,1412
"OR52D1",195,1413
"PSORS1C2",195,1414
"SNORD114-21",195,1415
"ADAD2",194,1416
"APOA4",194,1417
"CACNG1",194,1418
"CCDC54",194,1419
"FAM74A4",194,1420
"KRTAP10-1",194,1421
"LOC339874",194,1422
"METTL21C",194,1423
"MIR567",194,1424
"OR52N2",194,1425
"WNT8B",194,1426
"ZC2HC1B",194,1427
"ATP1B4",193,1428
"C17orf50",193,1429
"C19orf81",193,1430
"CELA3B",193,1431
"CRNDE",193,1432
"FLJ16779",193,1433
"FOXB1",193,1434
"KRTAP5-6",193,1435
"LOC100134368",193,1436
"LRFN2",193,1437
"LRTM1",193,1438
"NHLH1",193,1439
"OR13J1",193,1440
"OR1L3",193,1441
"OR5K1",193,1442
"OTOP1",193,1443
"SPATA4",193,1444
"STRA8",193,1445
"TEX13B",193,1446
"UTS2R",193,1447
"ZNF804B",193,1448
"BCL6",192,1449
"BVES-AS1",192,1450
"CARTPT",192,1451
"CBX3P2",192,1452
"DPPA4",192,1453
"GABRG1",192,1454
"GSG1L",192,1455
"LIPJ",192,1456
"MIR593",192,1457
"MPPED1",192,1458
"OR13A1",192,1459
"RTP3",192,1460
"SLC1A6",192,1461
"SNORD124",192,1462
"TACR3",192,1463
"TMEM229A",192,1464
"TSGA10IP",192,1465
"XKR7",192,1466
"ADIPOQ",191,1467
"CTCFL",191,1468
"FAM181B",191,1469
"GPR62",191,1470
"GPRC6A",191,1471
"IRGM",191,1472
"MIR659",191,1473
"MIXL1",191,1474
"NRSN1",191,1475
"OR52K2",191,1476
"P2RX2",191,1477
"PRDM9",191,1478
"PRSS56",191,1479
"RGS8",191,1480
"RIPPLY1",191,1481
"SNORD113-5",191,1482
"SNORD115-35",191,1483
"SPANXD",191,1484
"TAAR1",191,1485
"TMEM244",191,1486
"ZNF14",191,1487
"ZNF547",191,1488
"ANTXRL",190,1489
"C9orf135",190,1490
"CACNG7",190,1491
"CLDN19",190,1492
"FAM216B",190,1493
"GDF3",190,1494
"MIR4742",190,1495
"NPPC",190,1496
"OR2S2",190,1497
"PAPOLB",190,1498
"SLC17A2",190,1499
"SNORD116-10",190,1500
"SSX1",190,1501
"TMC2",190,1502
"TMPRSS15",190,1503
"ALLC",189,1504
"CYP1A1",189,1505
"FGF22",189,1506
"LIPM",189,1507
"OR2A12",189,1508
"OR2T33",189,1509
"PLK5",189,1510
"SNORD114-13",189,1511
"SNORD114-2",189,1512
"SP7",189,1513
"SPZ1",189,1514
"DAZ4",188,1515
"FAM13A-AS1",188,1516
"FSCN3",188,1517
"GATA5",188,1518
"KRTAP10-2",188,1519
"LINC00479",188,1520
"LOC440910",188,1521
"OR2AG1",188,1522
"OR52W1",188,1523
"OXT",188,1524
"P2RX3",188,1525
"RHOXF2B",188,1526
"SPP2",188,1527
"TMEM174",188,1528
"UBE2Q2P1",188,1529
"VCY1B",188,1530
"C1orf105",187,1531
"GNGT1",187,1532
"NKX2-4",187,1533
"OBP2B",187,1534
"OR2T34",187,1535
"PNLIPRP3",187,1536
"PROKR1",187,1537
"SCRT1",187,1538
"C2orf73",186,1539
"C9orf163",186,1540
"CYP4F8",186,1541
"GOLGA8B",186,1542
"HTR2C",186,1543
"IL17C",186,1544
"LOC100507053",186,1545
"LOC283856",186,1546
"MAPKBP1",186,1547
"MIR617",186,1548
"MIR657",186,1549
"MOGAT1",186,1550
"NLRP9",186,1551
"OR13G1",186,1552
"RHOXF1",186,1553
"SERPINB11",186,1554
"TRPV5",186,1555
"ZNF347",186,1556
"ZNF675",186,1557
"APBB3",185,1558
"ATP4B",185,1559
"CLEC3A",185,1560
"FAM43B",185,1561
"FCRL4",185,1562
"HCG9",185,1563
"INSL6",185,1564
"MIR1262",185,1565
"MIR643",185,1566
"MLNR",185,1567
"OSTN",185,1568
"PCA3",185,1569
"PRTN3",185,1570
"SSX2",185,1571
"TAS2R38",185,1572
"TMEM155",185,1573
"ZNF701",185,1574
"BOLL",184,1575
"CFC1B",184,1576
"CFL1P1",184,1577
"CGB5",184,1578
"FSHR",184,1579
"MIR1233-2",184,1580
"MIR23B",184,1581
"NEUROD2",184,1582
"OPRK1",184,1583
"SPINK9",184,1584
"SUN3",184,1585
"VSTM2A",184,1586
"XAGE2",184,1587
"ABRA",183,1588
"C5orf60",183,1589
"DGKK",183,1590
"GABRA4",183,1591
"IFNA1",183,1592
"IL27",183,1593
"LMX1A",183,1594
"MIR221",183,1595
"MIR27B",183,1596
"OR1N2",183,1597
"PIEZO1",183,1598
"PROK1",183,1599
"RBMXL2",183,1600
"SCGB1D2",183,1601
"SFTA1P",183,1602
"SNORD115-23",183,1603
"WFDC8",183,1604
"ZNF530",183,1605
"C6orf15",182,1606
"CIB4",182,1607
"GPR25",182,1608
"IFNA13",182,1609
"INGX",182,1610
"KRTAP10-8",182,1611
"LENG8",182,1612
"LOC100506688",182,1613
"MIR1250",182,1614
"MIR320B1",182,1615
"MIR329-2",182,1616
"OR1J4",182,1617
"OR9A2",182,1618
"OTOP3",182,1619
"PROKR2",182,1620
"QRICH2",182,1621
"RIIAD1",182,1622
"SCGB2A2",182,1623
"USH1G",182,1624
"CSNK1A1L",181,1625
"DRD5",181,1626
"FAM71E2",181,1627
"GEN1",181,1628
"HNRNPKP3",181,1629
"LINC00460",181,1630
"LOC100506100",181,1631
"MIR26A2",181,1632
"MIR4728",181,1633
"MS4A10",181,1634
"POM121L2",181,1635
"PRSS37",181,1636
"SH2D5",181,1637
"SLC22A7",181,1638
"TBC1D3B",181,1639
"C10orf53",180,1640
"DUSP13",180,1641
"FAM180B",180,1642
"FOXI2",180,1643
"HMHB1",180,1644
"HS3ST6",180,1645
"LATS2",180,1646
"LOC375196",180,1647
"MIR3609",180,1648
"NR2E1",180,1649
"OR10A4",180,1650
"OR2T2",180,1651
"OVCH2",180,1652
"POU4F1",180,1653
"SLED1",180,1654
"TBC1D26",180,1655
"TMEM190",180,1656
"ACCSL",179,1657
"APCS",179,1658
"C9orf170",179,1659
"CCDC60",179,1660
"CLLU1OS",179,1661
"DIRC1",179,1662
"LOC283731",179,1663
"MGC15885",179,1664
"MIR128-1",179,1665
"MIR222",179,1666
"MOGAT2",179,1667
"OR51M1",179,1668
"SAGE1",179,1669
"SERTM1",179,1670
"STARD9",179,1671
"TMPRSS7",179,1672
"WFDC10A",179,1673
"ZNF415",179,1674
"AHSP",178,1675
"ANKRD33",178,1676
"ASB11",178,1677
"AVPR1B",178,1678
"C1orf141",178,1679
"CYCSP52",178,1680
"EGR4",178,1681
"F13B",178,1682
"GJB7",178,1683
"GOLGA6L10",178,1684
"HBE1",178,1685
"HCRTR1",178,1686
"HMX3",178,1687
"INHBC",178,1688
"KRT85",178,1689
"LOC100129534",178,1690
"MIR181A2HG",178,1691
"MIR557",178,1692
"NPBWR1",178,1693
"OR2C1",178,1694
"PPP1R17",178,1695
"TMEM151A",178,1696
"TSPAN19",178,1697
"UPK1A",178,1698
"VAX1",178,1699
"CEACAM22P",177,1700
"DGCR11",177,1701
"EIF4E3",177,1702
"ELL2",177,1703
"GPR152",177,1704
"HLA-DMA",177,1705
"KRTAP10-6",177,1706
"LOC440173",177,1707
"OR10A5",177,1708
"OR2B6",177,1709
"PGLYRP3",177,1710
"PHKA1",177,1711
"RAB41",177,1712
"RIN3",177,1713
"SPACA5",177,1714
"ST7-AS1",177,1715
"ZNF836",177,1716
"AQP12B",176,1717
"C11orf87",176,1718
"C6orf201",176,1719
"CCKAR",176,1720
"FLJ36000",176,1721
"GAD2",176,1722
"HES7",176,1723
"HYAL4",176,1724
"KRT24",176,1725
"LRRC14B",176,1726
"APOL5",175,1727
"CA7",175,1728
"CEND1",175,1729
"GPR88",175,1730
"GYPA",175,1731
"HTR6",175,1732
"MICALL2",175,1733
"MIR4257",175,1734
"MMP20",175,1735
"OR52I1",175,1736
"PLA2G2F",175,1737
"PRAMEF5",175,1738
"RTEL1-TNFRSF6B",175,1739
"SNORD115-21",175,1740
"SNORD121B",175,1741
"SPATA21",175,1742
"UGT2A1",175,1743
"WFDC13",175,1744
"ZNF626",175,1745
"ZNF736",175,1746
"ADAT2",174,1747
"APOF",174,1748
"AZGP1P1",174,1749
"C12orf50",174,1750
"CLEC2L",174,1751
"CPSF4L",174,1752
"GOLGA8A",174,1753
"HCG25",174,1754
"LINC00324",174,1755
"MIR608",174,1756
"MS4A15",174,1757
"OR2AE1",174,1758
"OR2B2",174,1759
"OR52I2",174,1760
"PP2D1",174,1761
"PRAMEF4",174,1762
"RCVRN",174,1763
"RRAS",174,1764
"SLC38A8",174,1765
"SMCR5",174,1766
"SNORD115-2",174,1767
"SNORD115-38",174,1768
"SNORD115-4",174,1769
"UBTFL1",174,1770
"WDR90",174,1771
"ZNF256",174,1772
"CYS1",173,1773
"GALR1",173,1774
"INS",173,1775
"KCNC2",173,1776
"KRT8P41",173,1777
"LINC00467",173,1778
"MKRN7P",173,1779
"OR1N1",173,1780
"OR2L2",173,1781
"SYNC",173,1782
"TMEM179",173,1783
"TMEM89",173,1784
"TRIM40",173,1785
"VSTM1",173,1786
"ZNF70",173,1787
"ZNF708",173,1788
"ZNF814",173,1789
"C1orf100",172,1790
"CDKN2B-AS1",172,1791
"CLEC2A",172,1792
"CSAD",172,1793
"CT47B1",172,1794
"FAM66C",172,1795
"FKBP5",172,1796
"GUCA1A",172,1797
"KRTAP10-3",172,1798
"LOC257396",172,1799
"MIR626",172,1800
"NDST4",172,1801
"OR51I2",172,1802
"OR9A4",172,1803
"PKD1",172,1804
"PRSS41",172,1805
"RNF126P1",172,1806
"SEC31B",172,1807
"SNORD121A",172,1808
"SNORD32B",172,1809
"TSPY4",172,1810
"ZNF625",172,1811
"C20orf194",171,1812
"C2orf66",171,1813
"C2orf91",171,1814
"CAMK1",171,1815
"DMRTA2",171,1816
"FBXO40",171,1817
"FLJ42102",171,1818
"GNG13",171,1819
"HAPLN2",171,1820
"IFIT1B",171,1821
"IGSF23",171,1822
"KTN1-AS1",171,1823
"MIR4737",171,1824
"MRVI1-AS1",171,1825
"OLFM3",171,1826
"PDE6C",171,1827
"PRDM7",171,1828
"SNORD114-25",171,1829
"SNORD115-14",171,1830
"SNORD115-20",171,1831
"SNORD115-6",171,1832
"ZNF160",171,1833
"ZNF211",171,1834
"ZNF611",171,1835
"C2orf50",170,1836
"C9orf153",170,1837
"CA5A",170,1838
"CALCB",170,1839
"FABP5P3",170,1840
"GCK",170,1841
"KHDC1L",170,1842
"KPRP",170,1843
"KRT72",170,1844
"LOC100129931",170,1845
"MAGEE2",170,1846
"MAML3",170,1847
"MIR1207",170,1848
"MYH6",170,1849
"PAX7",170,1850
"PLEKHO1",170,1851
"PMP22",170,1852
"PSAPL1",170,1853
"SLC25A41",170,1854
"SLC25A47",170,1855
"SLC25A48",170,1856
"SRY",170,1857
"ST20",170,1858
"SYNDIG1L",170,1859
"TBC1D3",170,1860
"TBC1D3H",170,1861
"TRIM43B",170,1862
"TTC34",170,1863
"ZNF550",170,1864
"ACSM4",169,1865
"CHRNA9",169,1866
"FAM9C",169,1867
"FGF16",169,1868
"FMN1",169,1869
"HAND1",169,1870
"RGR",169,1871
"SLC2A9",169,1872
"SNORD114-22",169,1873
"SYT6",169,1874
"TMEM211",169,1875
"TSPY3",169,1876
"TSPY8",169,1877
"ANTXR2",168,1878
"CATSPERD",168,1879
"DBNDD2",168,1880
"HBQ1",168,1881
"HES5",168,1882
"IFNA5",168,1883
"KRTAP10-12",168,1884
"KRTAP3-1",168,1885
"LYPD2",168,1886
"MCM3AP-AS1",168,1887
"MMP21",168,1888
"MS4A12",168,1889
"OR2A5",168,1890
"SLC17A1",168,1891
"SPANXA1",168,1892
"STX2",168,1893
"TRHR",168,1894
"TULP2",168,1895
"UCP1",168,1896
"ZIC4",168,1897
"ZNF735",168,1898
"ACTL8",167,1899
"ANKRD34B",167,1900
"BOLA3-AS1",167,1901
"CALML6",167,1902
"CBLN4",167,1903
"CD74",167,1904
"CHIA",167,1905
"CLPSL1",167,1906
"CMA1",167,1907
"CYP1A2",167,1908
"DYDC1",167,1909
"FGF8",167,1910
"GPR150",167,1911
"HPCAL4",167,1912
"INSL4",167,1913
"KRTAP10-11",167,1914
"LCN1",167,1915
"LINC00574",167,1916
"LPP-AS2",167,1917
"MEPE",167,1918
"MORN5",167,1919
"NPB",167,1920
"NT5C1B",167,1921
"OMP",167,1922
"PIK3R3",167,1923
"PXT1",167,1924
"SLFN11",167,1925
"TNNI3K",167,1926
"VN1R2",167,1927
"WBP11P1",167,1928
"ZNF253",167,1929
"ZNF681",167,1930
"AADACL2",166,1931
"ABCG4",166,1932
"APOA5",166,1933
"C14orf178",166,1934
"CELA2A",166,1935
"CELA3A",166,1936
"COX6A2",166,1937
"DLEU7",166,1938
"FADS6",166,1939
"FAM95B1",166,1940
"FRMD4A",166,1941
"GBP2",166,1942
"GLRA4",166,1943
"GUSBP5",166,1944
"LINC00472",166,1945
"LOC100286922",166,1946
"MIR215",166,1947
"NKPD1",166,1948
"RHD",166,1949
"SFRP5",166,1950
"SHROOM4",166,1951
"SPDYC",166,1952
"TCF23",166,1953
"TIMP2",166,1954
"TLX1",166,1955
"AIRE",165,1956
"ARHGEF10",165,1957
"ART5",165,1958
"C20orf85",165,1959
"CEACAM16",165,1960
"CFHR5",165,1961
"DRGX",165,1962
"FBXW12",165,1963
"HCLS1",165,1964
"LOC100379224",165,1965
"LOC389641",165,1966
"MIR661",165,1967
"MTRNR2L7",165,1968
"NKAIN3",165,1969
"OR13D1",165,1970
"SNORA70F",165,1971
"SPINK7",165,1972
"TLCD2",165,1973
"TP53AIP1",165,1974
"TRIM66",165,1975
"WNT3A",165,1976
"ZNF329",165,1977
"ZNF595",165,1978
"ABCC5",164,1979
"ACOT6",164,1980
"ARSH",164,1981
"ASPDH",164,1982
"CBY3",164,1983
"CHST8",164,1984
"CSNK1G2-AS1",164,1985
"CTRB1",164,1986
"CTRB2",164,1987
"DNAJC27-AS1",164,1988
"EN2",164,1989
"FABP2",164,1990
"FAM209A",164,1991
"GATA1",164,1992
"GOLGA6L9",164,1993
"HNF1A-AS1",164,1994
"LAMA5",164,1995
"LOC100240735",164,1996
"MIR199A1",164,1997
"MIR4685",164,1998
"MTUS1",164,1999
"OR2T8",164,2000
"OR52N1",164,2001
"PGLYRP2",164,2002
"PRRT4",164,2003
"RBMY1J",164,2004
"SLC7A3",164,2005
"TCL1A",164,2006
"TRIM6-TRIM34",164,2007
"ZNF107",164,2008
"ZNF43",164,2009
"ZNF763",164,2010
"ZNF789",164,2011
"BPIFB2",163,2012
"C22orf24",163,2013
"CALR3",163,2014
"CALY",163,2015
"FNDC8",163,2016
"FRMD1",163,2017
"GABRG2",163,2018
"GP9",163,2019
"IFI16",163,2020
"KCNJ9",163,2021
"KRT9",163,2022
"LHFPL5",163,2023
"LOC648987",163,2024
"MAP3K6",163,2025
"MIR938",163,2026
"NPY",163,2027
"R3HDML",163,2028
"SIGLEC9",163,2029
"SLC12A4",163,2030
"SNHG11",163,2031
"SPINK2",163,2032
"SUMO4",163,2033
"THEGL",163,2034
"UCN2",163,2035
"YIPF7",163,2036
"ZNF431",163,2037
"ZNF583",163,2038
"ZNF680",163,2039
"ZNF844",163,2040
"AGTR2",162,2041
"AP1S2",162,2042
"BIVM",162,2043
"C12orf71",162,2044
"C1orf189",162,2045
"CCDC155",162,2046
"CCR3",162,2047
"CDC20B",162,2048
"CHRNA2",162,2049
"COL20A1",162,2050
"COL6A4P1",162,2051
"FAM157A",162,2052
"FAM163B",162,2053
"FAM74A1",162,2054
"FGF19",162,2055
"FOXI3",162,2056
"GSG1",162,2057
"IL37",162,2058
"LINC00485",162,2059
"LOC440040",162,2060
"LRRC55",162,2061
"NKX2-5",162,2062
"PDLIM7",162,2063
"PGLYRP1",162,2064
"PPP1R42",162,2065
"RLN1",162,2066
"SLC25A37",162,2067
"SNORD115-10",162,2068
"TAS2R40",162,2069
"TBC1D8",162,2070
"TMIGD1",162,2071
"TRIM43",162,2072
"TRPC5",162,2073
"WFDC12",162,2074
"ZFP3",162,2075
"ZNF280A",162,2076
"ANKRD2",161,2077
"ANKUB1",161,2078
"ANP32D",161,2079
"CCDC69",161,2080
"CCL16",161,2081
"DNHD1",161,2082
"FAM217A",161,2083
"FLJ13224",161,2084
"GADL1",161,2085
"GNG8",161,2086
"IRX4",161,2087
"KBTBD11",161,2088
"KCNH5",161,2089
"KIAA0895",161,2090
"LOC339803",161,2091
"MIR210",161,2092
"MSR1",161,2093
"MYBPH",161,2094
"MYOF",161,2095
"OR2T35",161,2096
"PCDH8",161,2097
"SLC22A12",161,2098
"SNORD115-1",161,2099
"TSC22D1-AS1",161,2100
"ZDHHC22",161,2101
"ZNF433",161,2102
"ZNF440",161,2103
"ANKMY1",160,2104
"ARHGAP4",160,2105
"AZU1",160,2106
"BEST2",160,2107
"C5orf64",160,2108
"EPHA8",160,2109
"FRMPD4",160,2110
"HIGD1C",160,2111
"HLA-J",160,2112
"KLF17",160,2113
"KLHL3",160,2114
"KRT73",160,2115
"LOC100288846",160,2116
"LOC283335",160,2117
"MAGEA2",160,2118
"MAMDC4",160,2119
"MIR1291",160,2120
"MIR7-3HG",160,2121
"MIR769",160,2122
"MPP3",160,2123
"OR5K2",160,2124
"RIMS4",160,2125
"SGCB",160,2126
"SLC39A2",160,2127
"SLC4A9",160,2128
"SNORD105B",160,2129
"SNORD90",160,2130
"TFAP2B",160,2131
"ZNF157",160,2132
"ZNF320",160,2133
"ZNF878",160,2134
"ACR",159,2135
"ARR3",159,2136
"BLID",159,2137
"C12orf42",159,2138
"C12orf74",159,2139
"C7orf69",159,2140
"CXCL16",159,2141
"CYP4F30P",159,2142
"ESPNL",159,2143
"HIPK4",159,2144
"IL36RN",159,2145
"KCNS1",159,2146
"LCE3D",159,2147
"LOXL3",159,2148
"MBD1",159,2149
"MIR589",159,2150
"NEK3",159,2151
"NT5DC3",159,2152
"OR2A2",159,2153
"OR51B4",159,2154
"P2RY4",159,2155
"PRAMEF6",159,2156
"RBFOX3",159,2157
"RGS9BP",159,2158
"SCT",159,2159
"SHROOM1",159,2160
"SIM1",159,2161
"SNORD115-11",159,2162
"SNORD115-33",159,2163
"TP73-AS1",159,2164
"TRAF5",159,2165
"TTLL2",159,2166
"ZNF418",159,2167
"ZNF491",159,2168
"C12orf54",158,2169
"CFHR2",158,2170
"CRNN",158,2171
"DNAJB7",158,2172
"EHD2",158,2173
"GAGE13",158,2174
"IL6R",158,2175
"KIFC3",158,2176
"KIR3DX1",158,2177
"LINC00552",158,2178
"LINGO2",158,2179
"NAT8L",158,2180
"NKX6-2",158,2181
"OPTC",158,2182
"OR1L6",158,2183
"PER1",158,2184
"PITPNM3",158,2185
"PYGL",158,2186
"SERPINB8",158,2187
"SLC17A8",158,2188
"SLC22A4",158,2189
"SNORD114-10",158,2190
"SNORD115-24",158,2191
"SNORD115-44",158,2192
"TBC1D3G",158,2193
"TRIM72",158,2194
"TRNP1",158,2195
"TRPM5",158,2196
"TSPY1",158,2197
"VWC2L",158,2198
"ZNF548",158,2199
"ADCY8",157,2200
"AKR1D1",157,2201
"ATAD5",157,2202
"C9orf139",157,2203
"CIDEA",157,2204
"CLTCL1",157,2205
"DDX11L9",157,2206
"DNAH1",157,2207
"DSCR9",157,2208
"ERVV-2",157,2209
"EZH2",157,2210
"FBLIM1",157,2211
"FERMT2",157,2212
"GDPD4",157,2213
"GNAT2",157,2214
"KRTAP10-10",157,2215
"KRTAP10-9",157,2216
"LOC100287036",157,2217
"LRRC18",157,2218
"LTB4R",157,2219
"MATN4",157,2220
"MYBPC3",157,2221
"MYH9",157,2222
"OR3A1",157,2223
"OR56B4",157,2224
"PVT1",157,2225
"RLBP1",157,2226
"RNF222",157,2227
"SLC26A10",157,2228
"SLITRK1",157,2229
"SLURP1",157,2230
"SNORD115-8",157,2231
"TMEM198B",157,2232
"ZNF177",157,2233
"ZNF304",157,2234
"ZNF714",157,2235
"ZNF77",157,2236
"ACAD11",156,2237
"ADAMTS20",156,2238
"ASB12",156,2239
"CASP14",156,2240
"CCDC42",156,2241
"CEBPE",156,2242
"CENPK",156,2243
"CLIC4",156,2244
"CSRNP1",156,2245
"ENTHD1",156,2246
"EXD1",156,2247
"FOXL2",156,2248
"HSF4",156,2249
"ITGA5",156,2250
"KCNV1",156,2251
"KIAA0087",156,2252
"LHFPL4",156,2253
"LOC100288748",156,2254
"MYL9",156,2255
"NKX2-3",156,2256
"NUDT16P1",156,2257
"OR51I1",156,2258
"PGPEP1L",156,2259
"PNLIP",156,2260
"SH3D21",156,2261
"SLX1A-SULT1A3",156,2262
"SNORD113-9",156,2263
"SNORD114-17",156,2264
"SPIC",156,2265
"SPIN2A",156,2266
"SSTR5",156,2267
"STAMBPL1",156,2268
"TMEM151B",156,2269
"WNT7A",156,2270
"ZFR2",156,2271
"ZNF620",156,2272
"ZNF624",156,2273
"ADAMTS10",155,2274
"AKAP14",155,2275
"CCL2",155,2276
"CCR9",155,2277
"CELA2B",155,2278
"CST5",155,2279
"DANCR",155,2280
"DCX",155,2281
"FMNL1",155,2282
"IL26",155,2283
"KIAA1217",155,2284
"KRT39",155,2285
"KRT79",155,2286
"KRTAP5-4",155,2287
"LOC100289656",155,2288
"MAGEA1",155,2289
"MIR17HG",155,2290
"MSRB3",155,2291
"MTMR11",155,2292
"OCM2",155,2293
"OR13H1",155,2294
"PLD1",155,2295
"PRKAB2",155,2296
"PRSS33",155,2297
"PTCRA",155,2298
"RAB43",155,2299
"SLC25A5-AS1",155,2300
"SPATS1",155,2301
"SPECC1",155,2302
"SPSB4",155,2303
"SULT4A1",155,2304
"SYT10",155,2305
"SYT3",155,2306
"TEX26",155,2307
"TRIM49",155,2308
"TRIM71",155,2309
"TSPYL2",155,2310
"TUBA3C",155,2311
"VAMP1",155,2312
"ZNF37BP",155,2313
"ZNF726",155,2314
"ZNF83",155,2315
"ARHGAP11A",154,2316
"ARHGEF17",154,2317
"BCL2L10",154,2318
"CITED2",154,2319
"CLDN6",154,2320
"CPA5",154,2321
"CYP3A43",154,2322
"HOGA1",154,2323
"KRT78",154,2324
"LCN10",154,2325
"LIPF",154,2326
"MAGEA11",154,2327
"MAK",154,2328
"MIR181A2",154,2329
"MIR4743",154,2330
"MYLK",154,2331
"NBPF7",154,2332
"NCOA7",154,2333
"NPHP3",154,2334
"OR1L4",154,2335
"PART1",154,2336
"PILRA",154,2337
"PLXNA2",154,2338
"RAET1K",154,2339
"SERPINA11",154,2340
"SLC39A12",154,2341
"SNORD115-39",154,2342
"SOX14",154,2343
"SYNE1",154,2344
"TRERF1",154,2345
"TRPV1",154,2346
"ZNF283",154,2347
"ZNF578",154,2348
"ZNF92",154,2349
"ZNF93",154,2350
"AANAT",153,2351
"CAPN5",153,2352
"CCDC38",153,2353
"CHRNA4",153,2354
"CHURC1-FNTB",153,2355
"DNA2",153,2356
"EMX1",153,2357
"EMX2OS",153,2358
"EPB42",153,2359
"EVL",153,2360
"FCN2",153,2361
"IL10RA",153,2362
"IL17B",153,2363
"ITIH6",153,2364
"KLF1",153,2365
"LGALS7",153,2366
"LOC730101",153,2367
"LRRK1",153,2368
"MIR200A",153,2369
"MIR212",153,2370
"MIR623",153,2371
"MOBP",153,2372
"MUC7",153,2373
"MYL1",153,2374
"NFKBIZ",153,2375
"NTF4",153,2376
