"term","estimate","std.error","statistic","p.value","gene"
"BCAS2",-3903793.22822937,9750141.08619577,-0.400383255351695,0.689055792775784,"BCAS2"
"BCAS3",20241573.2674049,4502506.82315974,4.49562300789583,8.74296509607449e-06,"BCAS3"
"BCAS4",-1632397.95550536,3386829.87193791,-0.481984043258519,0.63004116694923,"BCAS4"
"BCKDHA",2691421.59993073,3816492.7063031,0.705208107822592,0.481029333154861,"BCKDHA"
"BCKDK",8030500.16739185,8435008.0327571,0.952044163586525,0.34156288282399,"BCKDK"
"BCL2A1",-2311162.14460302,2401595.54945555,-0.96234444851756,0.336370400328164,"BCL2A1"
"BCL2L1",-1203170.8727052,6787593.64597518,-0.177260298046663,0.859380136322275,"BCL2L1"
"BCL7B",-2833840.81986765,9401253.33286336,-0.301432236695673,0.763217949894242,"BCL7B"
"BCLAF1",-809835.569197328,10667737.6595583,-0.0759144623763515,0.939519384579304,"BCLAF1"
"BCORL1",1913140.73317288,5439092.93877893,0.35173893049939,0.725191367426692,"BCORL1"
"BCORP1",3570886.21120819,2601753.54462511,1.37249210963321,0.170563494932556,"BCORP1"
"BCRP2",-371237.874531544,4345430.20653191,-0.0854317885427111,0.931954424377358,"BCRP2"
"BDAG1",6106602.08247031,2820006.66786026,2.16545661117313,0.0308540112050385,"BDAG1"
"BECN1",-14554249.3488245,13174823.6808794,-1.10470164165817,0.269852900754769,"BECN1"
